StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,comp_1,comp_2,auto_1,co_1,instructions,comp_notif,comp_notif_DO,adas_choice_notif,adas_choice_notif_DO,sim,sim,instructions,comp_plain,comp_plain_DO,adas_choice_plain,adas_choice_plain_DO,sim,sim,comfort_instructions,relaxedness_1,safety_1,anxiety_1,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,workerID,hitID,assignmentId,sim_mode_by_second,sim_white_blocks_hit,sim_final_score,sim_failure_lane_hits,sim_mode_by_unit,sim_collision_events,device_type,adas_choice,FL_66_DO,FL_51_DO,attention_checks_DO
11/26/25 9:02,11/26/25 9:05,IP Address,67.171.25.179,100,188,TRUE,11/26/25 9:05,R_3jpuLDl7vE1D5x9,,,,,47.6901,-122.3747,anonymous,EN,I agree,663e596f45fc46faba11e37d,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",3,2,,,,,,,,,Time elapsed & hitting white obstacles,Time elapsed & hitting white obstacles|Running out of fuel & driving too quickly|Using autonomous driving & time elapsed,AEON Copilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,32,51,70,Male,,White or European,,33,College Graduate (4 year),,Yes,19,,,,"[{""second"":0,""mode"":""copilot""},{""second"":1,""mode"":""copilot""},{""second"":2,""mode"":""copilot""},{""second"":3,""mode"":""copilot""},{""second"":4,""mode"":""copilot""},{""second"":5,""mode"":""copilot""},{""second"":6,""mode"":""copilot""},{""second"":7,""mode"":""copilot""},{""second"":8,""mode"":""copilot""},{""second"":9,""mode"":""copilot""},{""second"":10,""mode"":""copilot""},{""second"":11,""mode"":""copilot""},{""second"":12,""mode"":""copilot""},{""second"":13,""mode"":""copilot""},{""second"":14,""mode"":""copilot""},{""second"":15,""mode"":""copilot""},{""second"":16,""mode"":""copilot""},{""second"":17,""mode"":""copilot""},{""second"":18,""mode"":""copilot""},{""second"":19,""mode"":""copilot""},{""second"":20,""mode"":""copilot""},{""second"":21,""mode"":""copilot""},{""second"":22,""mode"":""copilot""},{""second"":23,""mode"":""copilot""},{""second"":24,""mode"":""copilot""},{""second"":25,""mode"":""copilot""},{""second"":26,""mode"":""copilot""},{""second"":27,""mode"":""copilot""},{""second"":28,""mode"":""copilot""},{""second"":29,""mode"":""copilot""},{""second"":30,""mode"":""copilot""},{""second"":31,""mode"":""copilot""},{""second"":32,""mode"":""copilot""},{""second"":33,""mode"":""copilot""},{""second"":34,""mode"":""copilot""},{""second"":35,""mode"":""copilot""},{""second"":36,""mode"":""copilot""},{""second"":37,""mode"":""copilot""},{""second"":38,""mode"":""copilot""},{""second"":39,""mode"":""copilot""},{""second"":40,""mode"":""copilot""},{""second"":41,""mode"":""copilot""},{""second"":42,""mode"":""copilot""},{""second"":43,""mode"":""copilot""},{""second"":44,""mode"":""copilot""},{""second"":45,""mode"":""copilot""}]",0,550,,,,Not Mobile,<strong>AEON Copilot</strong>,av_frame1|av_frame2,FL_54,att_1|captcha
11/26/25 9:01,11/26/25 9:05,IP Address,97.229.70.222,100,254,TRUE,11/26/25 9:05,R_3D05jsaFm0Js9Vo,,,,,36.0496,-95.8858,anonymous,EN,I agree,66293da691cec8862619b1dc,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",3,4,,,,,,,,,Time elapsed & hitting white obstacles,Using autonomous driving & time elapsed|Running out of fuel & driving too quickly|Time elapsed & hitting white obstacles,AEON Autopilot,<strong>AEON Autopilot</strong>|<strong>AEON Copilot</strong>,,,,68,68,32,Female,,White or European,,46,College Graduate (4 year),,Yes,12,,,,"[{""second"":0,""mode"":""autopilot""},{""second"":1,""mode"":""autopilot""},{""second"":2,""mode"":""autopilot""},{""second"":3,""mode"":""autopilot""},{""second"":4,""mode"":""autopilot""},{""second"":5,""mode"":""autopilot""},{""second"":6,""mode"":""autopilot""},{""second"":7,""mode"":""autopilot""},{""second"":8,""mode"":""autopilot""},{""second"":9,""mode"":""autopilot""},{""second"":10,""mode"":""autopilot""},{""second"":11,""mode"":""autopilot""},{""second"":12,""mode"":""autopilot""},{""second"":13,""mode"":""autopilot""},{""second"":14,""mode"":""autopilot""},{""second"":15,""mode"":""autopilot""},{""second"":16,""mode"":""autopilot""},{""second"":17,""mode"":""autopilot""},{""second"":18,""mode"":""autopilot""},{""second"":19,""mode"":""autopilot""},{""second"":20,""mode"":""autopilot""},{""second"":21,""mode"":""autopilot""},{""second"":22,""mode"":""autopilot""},{""second"":23,""mode"":""autopilot""},{""second"":24,""mode"":""autopilot""},{""second"":25,""mode"":""autopilot""},{""second"":26,""mode"":""autopilot""},{""second"":27,""mode"":""autopilot""},{""second"":28,""mode"":""autopilot""},{""second"":29,""mode"":""autopilot""},{""second"":30,""mode"":""autopilot""},{""second"":31,""mode"":""autopilot""},{""second"":32,""mode"":""autopilot""},{""second"":33,""mode"":""autopilot""},{""second"":34,""mode"":""autopilot""},{""second"":35,""mode"":""autopilot""},{""second"":36,""mode"":""autopilot""},{""second"":37,""mode"":""autopilot""},{""second"":38,""mode"":""autopilot""},{""second"":39,""mode"":""autopilot""},{""second"":40,""mode"":""autopilot""},{""second"":41,""mode"":""autopilot""},{""second"":42,""mode"":""autopilot""},{""second"":43,""mode"":""autopilot""},{""second"":44,""mode"":""autopilot""},{""second"":45,""mode"":""autopilot""}]",0,550,,,,Not Mobile,<strong>AEON Autopilot</strong>,av_frame1|av_frame2,FL_54,att_1|captcha
11/26/25 9:01,11/26/25 9:05,IP Address,68.102.208.36,100,228,TRUE,11/26/25 9:05,R_7jVbdVX1dIYerDN,,,,,39.0401,-95.6492,anonymous,EN,I agree,677c4861d510515568796dab,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",5,4,,Time elapsed & hitting white obstacles,Running out of fuel & driving too quickly|Using autonomous driving & time elapsed|Time elapsed & hitting white obstacles,AEON Copilot,<strong>AEON Autopilot</strong>|<strong>AEON Copilot</strong>,,,,,,,,,,,10,10,100,Female,,White or European,,28,Some College,,Yes,0,,,,"[{""second"":0,""mode"":""copilot""},{""second"":1,""mode"":""copilot""},{""second"":2,""mode"":""copilot""},{""second"":3,""mode"":""copilot""},{""second"":4,""mode"":""copilot""},{""second"":5,""mode"":""copilot""},{""second"":6,""mode"":""copilot""},{""second"":7,""mode"":""copilot""},{""second"":8,""mode"":""copilot""},{""second"":9,""mode"":""copilot""},{""second"":10,""mode"":""copilot""},{""second"":11,""mode"":""copilot""},{""second"":12,""mode"":""copilot""},{""second"":13,""mode"":""copilot""},{""second"":14,""mode"":""copilot""},{""second"":15,""mode"":""copilot""},{""second"":16,""mode"":""copilot""},{""second"":17,""mode"":""copilot""},{""second"":18,""mode"":""copilot""},{""second"":19,""mode"":""copilot""},{""second"":20,""mode"":""copilot""},{""second"":21,""mode"":""copilot""},{""second"":22,""mode"":""copilot""},{""second"":23,""mode"":""copilot""},{""second"":24,""mode"":""copilot""},{""second"":25,""mode"":""copilot""},{""second"":26,""mode"":""copilot""},{""second"":27,""mode"":""copilot""},{""second"":28,""mode"":""copilot""},{""second"":29,""mode"":""copilot""},{""second"":30,""mode"":""copilot""},{""second"":31,""mode"":""copilot""},{""second"":32,""mode"":""copilot""},{""second"":33,""mode"":""copilot""},{""second"":34,""mode"":""copilot""},{""second"":35,""mode"":""copilot""},{""second"":36,""mode"":""copilot""},{""second"":37,""mode"":""copilot""},{""second"":38,""mode"":""copilot""},{""second"":39,""mode"":""copilot""},{""second"":40,""mode"":""copilot""},{""second"":41,""mode"":""copilot""},{""second"":42,""mode"":""copilot""},{""second"":43,""mode"":""copilot""},{""second"":44,""mode"":""copilot""},{""second"":45,""mode"":""copilot""}]",0,560,,,,Not Mobile,<strong>AEON Copilot</strong>,av_frame2|av_frame1,FL_53,att_1|captcha
11/26/25 9:02,11/26/25 9:06,IP Address,172.59.24.177,100,272,TRUE,11/26/25 9:06,R_6kM39XvPjthxfUt,,,,,41.4344,-81.6373,anonymous,EN,I agree,5df7b79c6887bc562a3022c6,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",6,6,,Time elapsed & hitting white obstacles,Running out of fuel & driving too quickly|Time elapsed & hitting white obstacles|Using autonomous driving & time elapsed,AEON Autopilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,,,,,,,,27,50,70,Male,,White or European,,62,High School or Equivalent,,Yes,29,,,,"[{""second"":0,""mode"":""autopilot""},{""second"":1,""mode"":""autopilot""},{""second"":2,""mode"":""autopilot""},{""second"":3,""mode"":""autopilot""},{""second"":4,""mode"":""autopilot""},{""second"":5,""mode"":""autopilot""},{""second"":6,""mode"":""autopilot""},{""second"":7,""mode"":""autopilot""},{""second"":8,""mode"":""autopilot""},{""second"":9,""mode"":""autopilot""},{""second"":10,""mode"":""autopilot""},{""second"":11,""mode"":""autopilot""},{""second"":12,""mode"":""autopilot""},{""second"":13,""mode"":""autopilot""},{""second"":14,""mode"":""autopilot""},{""second"":15,""mode"":""autopilot""},{""second"":16,""mode"":""autopilot""},{""second"":17,""mode"":""autopilot""},{""second"":18,""mode"":""autopilot""},{""second"":19,""mode"":""autopilot""},{""second"":20,""mode"":""autopilot""},{""second"":21,""mode"":""autopilot""},{""second"":22,""mode"":""autopilot""},{""second"":23,""mode"":""autopilot""},{""second"":24,""mode"":""autopilot""},{""second"":25,""mode"":""autopilot""},{""second"":26,""mode"":""autopilot""},{""second"":27,""mode"":""autopilot""},{""second"":28,""mode"":""autopilot""},{""second"":29,""mode"":""autopilot""},{""second"":30,""mode"":""autopilot""},{""second"":31,""mode"":""autopilot""},{""second"":32,""mode"":""autopilot""},{""second"":33,""mode"":""autopilot""},{""second"":34,""mode"":""autopilot""},{""second"":35,""mode"":""autopilot""},{""second"":36,""mode"":""autopilot""},{""second"":37,""mode"":""autopilot""},{""second"":38,""mode"":""autopilot""},{""second"":39,""mode"":""autopilot""},{""second"":40,""mode"":""autopilot""},{""second"":41,""mode"":""autopilot""},{""second"":42,""mode"":""autopilot""},{""second"":43,""mode"":""autopilot""},{""second"":44,""mode"":""autopilot""},{""second"":45,""mode"":""autopilot""}]",0,550,,,,Not Mobile,<strong>AEON Autopilot</strong>,av_frame1|av_frame2,FL_53,att_1|captcha
11/26/25 9:02,11/26/25 9:07,IP Address,70.138.148.240,100,276,TRUE,11/26/25 9:07,R_529oyCIbsV2zvDv,,,,,29.6219,-95.4838,anonymous,EN,I agree,62a7c4d5266dfb89bf94fec8,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",4,4,,Time elapsed & hitting white obstacles,Running out of fuel & driving too quickly|Using autonomous driving & time elapsed|Time elapsed & hitting white obstacles,AEON Autopilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,,,,,,,,62,65,39,Female,,Black or African American,,48,College Graduate (4 year),,Yes,50,,,,,,,,,,Not Mobile,<strong>AEON Autopilot</strong>,av_frame2|av_frame1,FL_53,att_1|captcha
11/26/25 9:03,11/26/25 9:07,IP Address,204.8.238.114,100,251,TRUE,11/26/25 9:07,R_3hTjzLqkHFd9Rbi,,,,,28.7545,-81.9151,anonymous,EN,I agree,5fca60762df9df6328840cae,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",6,4,,,,,,,,,Time elapsed & hitting white obstacles,Time elapsed & hitting white obstacles|Running out of fuel & driving too quickly|Using autonomous driving & time elapsed,AEON Autopilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,65,79,25,Male,,White or European,,65,Vocational/Technical School (2 year),,Yes,78,,,,"[{""second"":0,""mode"":""autopilot""},{""second"":1,""mode"":""autopilot""},{""second"":2,""mode"":""autopilot""},{""second"":3,""mode"":""autopilot""},{""second"":4,""mode"":""autopilot""},{""second"":5,""mode"":""autopilot""},{""second"":6,""mode"":""autopilot""},{""second"":7,""mode"":""autopilot""},{""second"":8,""mode"":""autopilot""},{""second"":9,""mode"":""autopilot""},{""second"":10,""mode"":""autopilot""},{""second"":11,""mode"":""autopilot""},{""second"":12,""mode"":""autopilot""},{""second"":13,""mode"":""autopilot""},{""second"":14,""mode"":""autopilot""},{""second"":15,""mode"":""autopilot""},{""second"":16,""mode"":""autopilot""},{""second"":17,""mode"":""autopilot""},{""second"":18,""mode"":""autopilot""},{""second"":19,""mode"":""autopilot""},{""second"":20,""mode"":""autopilot""},{""second"":21,""mode"":""autopilot""},{""second"":22,""mode"":""autopilot""},{""second"":23,""mode"":""autopilot""},{""second"":24,""mode"":""autopilot""},{""second"":25,""mode"":""autopilot""},{""second"":26,""mode"":""autopilot""},{""second"":27,""mode"":""autopilot""},{""second"":28,""mode"":""autopilot""},{""second"":29,""mode"":""autopilot""},{""second"":30,""mode"":""autopilot""},{""second"":31,""mode"":""autopilot""},{""second"":32,""mode"":""autopilot""},{""second"":33,""mode"":""autopilot""},{""second"":34,""mode"":""autopilot""},{""second"":35,""mode"":""autopilot""},{""second"":36,""mode"":""autopilot""},{""second"":37,""mode"":""autopilot""},{""second"":38,""mode"":""autopilot""},{""second"":39,""mode"":""autopilot""},{""second"":40,""mode"":""autopilot""},{""second"":41,""mode"":""autopilot""},{""second"":42,""mode"":""autopilot""},{""second"":43,""mode"":""autopilot""},{""second"":44,""mode"":""autopilot""},{""second"":45,""mode"":""autopilot""}]",0,550,,,,Not Mobile,<strong>AEON Autopilot</strong>,av_frame2|av_frame1,FL_54,captcha|att_1
11/26/25 9:01,11/26/25 9:07,IP Address,108.89.4.171,100,342,TRUE,11/26/25 9:07,R_35vl6xZMC2EwH2y,,,,,28.6529,-81.2106,anonymous,EN,I agree,6369700320bc7dd22e733009,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",4,5,,,,,,,,,Time elapsed & hitting white obstacles,Running out of fuel & driving too quickly|Time elapsed & hitting white obstacles|Using autonomous driving & time elapsed,AEON Autopilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,11,29,81,Female,,White or European,,67,College Graduate (4 year),,Yes,50,,,,"[{""second"":0,""mode"":""autopilot""},{""second"":1,""mode"":""autopilot""},{""second"":2,""mode"":""autopilot""},{""second"":3,""mode"":""autopilot""},{""second"":4,""mode"":""autopilot""},{""second"":5,""mode"":""autopilot""},{""second"":6,""mode"":""autopilot""},{""second"":7,""mode"":""autopilot""},{""second"":8,""mode"":""autopilot""},{""second"":9,""mode"":""autopilot""},{""second"":10,""mode"":""autopilot""},{""second"":11,""mode"":""autopilot""},{""second"":12,""mode"":""autopilot""},{""second"":13,""mode"":""autopilot""},{""second"":14,""mode"":""autopilot""},{""second"":15,""mode"":""autopilot""},{""second"":16,""mode"":""autopilot""},{""second"":17,""mode"":""autopilot""},{""second"":18,""mode"":""autopilot""},{""second"":19,""mode"":""autopilot""},{""second"":20,""mode"":""autopilot""},{""second"":21,""mode"":""autopilot""},{""second"":22,""mode"":""autopilot""},{""second"":23,""mode"":""autopilot""},{""second"":24,""mode"":""autopilot""},{""second"":25,""mode"":""autopilot""},{""second"":26,""mode"":""autopilot""},{""second"":27,""mode"":""autopilot""},{""second"":28,""mode"":""autopilot""},{""second"":29,""mode"":""autopilot""},{""second"":30,""mode"":""autopilot""},{""second"":31,""mode"":""autopilot""},{""second"":32,""mode"":""autopilot""},{""second"":33,""mode"":""autopilot""},{""second"":34,""mode"":""autopilot""},{""second"":35,""mode"":""autopilot""},{""second"":36,""mode"":""autopilot""},{""second"":37,""mode"":""autopilot""},{""second"":38,""mode"":""autopilot""},{""second"":39,""mode"":""autopilot""},{""second"":40,""mode"":""autopilot""},{""second"":41,""mode"":""autopilot""},{""second"":42,""mode"":""autopilot""},{""second"":43,""mode"":""autopilot""},{""second"":44,""mode"":""autopilot""},{""second"":45,""mode"":""autopilot""}]",0,550,,,,Not Mobile,<strong>AEON Autopilot</strong>,av_frame1|av_frame2,FL_54,captcha|att_1
11/26/25 9:03,11/26/25 9:07,IP Address,75.143.121.219,100,234,TRUE,11/26/25 9:07,R_1lQ4nvGX2U0UdAN,,,,,33.2937,-86.7672,anonymous,EN,I agree,627ebc31883c7dd7c2220c7e,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",4,4,,,,,,,,,Time elapsed & hitting white obstacles,Time elapsed & hitting white obstacles|Using autonomous driving & time elapsed|Running out of fuel & driving too quickly,AEON Copilot,<strong>AEON Autopilot</strong>|<strong>AEON Copilot</strong>,,,,3,3,97,Female,,White or European,,21,College Graduate (4 year),,Yes,9,,,,"[{""second"":0,""mode"":""copilot""},{""second"":1,""mode"":""copilot""},{""second"":2,""mode"":""copilot""},{""second"":3,""mode"":""copilot""},{""second"":4,""mode"":""copilot""},{""second"":5,""mode"":""copilot""},{""second"":6,""mode"":""copilot""},{""second"":7,""mode"":""copilot""},{""second"":8,""mode"":""copilot""},{""second"":9,""mode"":""copilot""},{""second"":10,""mode"":""copilot""},{""second"":11,""mode"":""copilot""},{""second"":12,""mode"":""copilot""},{""second"":13,""mode"":""copilot""},{""second"":14,""mode"":""copilot""},{""second"":15,""mode"":""copilot""},{""second"":16,""mode"":""copilot""},{""second"":17,""mode"":""copilot""},{""second"":18,""mode"":""copilot""},{""second"":19,""mode"":""copilot""},{""second"":20,""mode"":""copilot""},{""second"":21,""mode"":""copilot""},{""second"":22,""mode"":""copilot""},{""second"":23,""mode"":""copilot""},{""second"":24,""mode"":""copilot""},{""second"":25,""mode"":""copilot""},{""second"":26,""mode"":""copilot""},{""second"":27,""mode"":""copilot""},{""second"":28,""mode"":""copilot""},{""second"":29,""mode"":""copilot""},{""second"":30,""mode"":""copilot""},{""second"":31,""mode"":""copilot""},{""second"":32,""mode"":""copilot""},{""second"":33,""mode"":""copilot""},{""second"":34,""mode"":""copilot""},{""second"":35,""mode"":""copilot""},{""second"":36,""mode"":""copilot""},{""second"":37,""mode"":""copilot""},{""second"":38,""mode"":""copilot""},{""second"":39,""mode"":""copilot""},{""second"":40,""mode"":""copilot""},{""second"":41,""mode"":""copilot""},{""second"":42,""mode"":""copilot""},{""second"":43,""mode"":""copilot""},{""second"":44,""mode"":""copilot""},{""second"":45,""mode"":""copilot""}]",0,550,,,,Not Mobile,<strong>AEON Copilot</strong>,av_frame2|av_frame1,FL_54,att_1|captcha
11/26/25 9:02,11/26/25 9:07,IP Address,68.42.95.15,100,331,TRUE,11/26/25 9:07,R_6Eu18L6OJFazhw3,,,,,42.2385,-83.1783,anonymous,EN,I agree,5cb5e6927a92c500015c0de1,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",2,2,,,,,,,,,Time elapsed & hitting white obstacles,Time elapsed & hitting white obstacles|Using autonomous driving & time elapsed|Running out of fuel & driving too quickly,AEON Copilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,70,60,40,Female,,White or European,,44,College Graduate (4 year),,Yes,10,,,,"[{""second"":0,""mode"":""copilot""},{""second"":1,""mode"":""copilot""},{""second"":2,""mode"":""copilot""},{""second"":3,""mode"":""copilot""},{""second"":4,""mode"":""copilot""},{""second"":5,""mode"":""copilot""},{""second"":6,""mode"":""copilot""},{""second"":7,""mode"":""copilot""},{""second"":8,""mode"":""copilot""},{""second"":9,""mode"":""copilot""},{""second"":10,""mode"":""copilot""},{""second"":11,""mode"":""copilot""},{""second"":12,""mode"":""copilot""},{""second"":13,""mode"":""copilot""},{""second"":14,""mode"":""copilot""},{""second"":15,""mode"":""copilot""},{""second"":16,""mode"":""copilot""},{""second"":17,""mode"":""copilot""},{""second"":18,""mode"":""copilot""},{""second"":19,""mode"":""copilot""},{""second"":20,""mode"":""copilot""},{""second"":21,""mode"":""copilot""},{""second"":22,""mode"":""copilot""},{""second"":23,""mode"":""copilot""},{""second"":24,""mode"":""copilot""},{""second"":25,""mode"":""copilot""},{""second"":26,""mode"":""copilot""},{""second"":27,""mode"":""copilot""},{""second"":28,""mode"":""copilot""},{""second"":29,""mode"":""copilot""},{""second"":30,""mode"":""copilot""},{""second"":31,""mode"":""copilot""},{""second"":32,""mode"":""copilot""},{""second"":33,""mode"":""copilot""},{""second"":34,""mode"":""copilot""},{""second"":35,""mode"":""copilot""},{""second"":36,""mode"":""copilot""},{""second"":37,""mode"":""copilot""},{""second"":38,""mode"":""copilot""},{""second"":39,""mode"":""copilot""},{""second"":40,""mode"":""copilot""},{""second"":41,""mode"":""copilot""},{""second"":42,""mode"":""copilot""},{""second"":43,""mode"":""copilot""},{""second"":44,""mode"":""copilot""},{""second"":45,""mode"":""copilot""}]",0,550,,,,Not Mobile,<strong>AEON Copilot</strong>,av_frame1|av_frame2,FL_54,att_1|captcha
11/26/25 9:01,11/26/25 9:08,IP Address,24.23.223.248,100,370,TRUE,11/26/25 9:08,R_3xMdtO6peGQk9RT,,,,,37.0882,-122.0887,anonymous,EN,I agree,68114b50b766b8f5b3b6cc8e,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. the self-driving system,"HUMAN, HUMAN, HUMAN, HUMAN",6,6,,,,,,,,,Time elapsed & hitting white obstacles,Time elapsed & hitting white obstacles|Running out of fuel & driving too quickly|Using autonomous driving & time elapsed,AEON Copilot,<strong>AEON Copilot</strong>|<strong>AEON Autopilot</strong>,,,,58,70,70,Male,,White or European,,54,Some College,,Yes,40,,,,"[{""second"":0,""mode"":""copilot""},{""second"":1,""mode"":""copilot""},{""second"":2,""mode"":""copilot""},{""second"":3,""mode"":""copilot""},{""second"":4,""mode"":""copilot""},{""second"":5,""mode"":""copilot""},{""second"":6,""mode"":""copilot""},{""second"":7,""mode"":""copilot""},{""second"":8,""mode"":""copilot""},{""second"":9,""mode"":""copilot""},{""second"":10,""mode"":""copilot""},{""second"":11,""mode"":""copilot""},{""second"":12,""mode"":""copilot""},{""second"":13,""mode"":""copilot""},{""second"":14,""mode"":""copilot""},{""second"":15,""mode"":""copilot""},{""second"":16,""mode"":""copilot""},{""second"":17,""mode"":""copilot""},{""second"":18,""mode"":""copilot""},{""second"":19,""mode"":""copilot""},{""second"":20,""mode"":""copilot""},{""second"":21,""mode"":""copilot""},{""second"":22,""mode"":""copilot""},{""second"":23,""mode"":""copilot""},{""second"":24,""mode"":""copilot""},{""second"":25,""mode"":""copilot""},{""second"":26,""mode"":""copilot""},{""second"":27,""mode"":""copilot""},{""second"":28,""mode"":""copilot""},{""second"":29,""mode"":""copilot""},{""second"":30,""mode"":""copilot""},{""second"":31,""mode"":""copilot""},{""second"":32,""mode"":""copilot""},{""second"":33,""mode"":""copilot""},{""second"":34,""mode"":""copilot""},{""second"":35,""mode"":""copilot""},{""second"":36,""mode"":""copilot""},{""second"":37,""mode"":""copilot""},{""second"":38,""mode"":""copilot""},{""second"":39,""mode"":""copilot""},{""second"":40,""mode"":""copilot""},{""second"":41,""mode"":""copilot""},{""second"":42,""mode"":""copilot""},{""second"":43,""mode"":""copilot""},{""second"":44,""mode"":""copilot""},{""second"":45,""mode"":""copilot""}]",0,550,,,,Not Mobile,<strong>AEON Copilot</strong>,av_frame1|av_frame2,FL_54,att_1|captcha
